,01/31/90,02/28/90,03/31/90,04/30/90,05/31/90,06/30/90,07/31/90,08/31/90,09/30/90,10/31/90,11/30/90,12/31/90,01/31/91,02/28/91,03/31/91,04/30/91,05/31/91,06/30/91,07/31/91,08/31/91,09/30/91,10/31/91,11/30/91,12/31/91,01/31/92,02/29/92,03/31/92,04/30/92,05/31/92,06/30/92,07/31/92,08/31/92,09/30/92,10/31/92,11/30/92,12/31/92,01/31/93,02/28/93,03/31/93,04/30/93,05/31/93,06/30/93,07/31/93,08/31/93,09/30/93,10/31/93,11/30/93,12/31/93,01/31/94,02/28/94,03/31/94,04/30/94,05/31/94,06/30/94,07/31/94,08/31/94,09/30/94,10/31/94,11/30/94,12/31/94,01/31/95,02/28/95,03/31/95,04/30/95,05/31/95,06/30/95,07/31/95,08/31/95,09/30/95,10/31/95,11/30/95,12/31/95,01/31/96,02/29/96,03/31/96,04/30/96,05/31/96,06/30/96,07/31/96,08/31/96,09/30/96,10/31/96,11/30/96,12/31/96,01/31/97,02/28/97,03/31/97,04/30/97,05/31/97,06/30/97,07/31/97,08/31/97,09/30/97,10/31/97,11/30/97,12/31/97,01/31/98,02/28/98,03/31/98,04/30/98,05/31/98,06/30/98,07/31/98,08/31/98,09/30/98,10/31/98,11/30/98,12/31/98,01/31/99,02/28/99,03/31/99,04/30/99,05/31/99,06/30/99,07/31/99,08/31/99,09/30/99,10/31/99,11/30/99,12/31/99,01/31/00,02/29/00,03/31/00,04/30/00,05/31/00,06/30/00,07/31/00,08/31/00,09/30/00,10/31/00,11/30/00,12/31/00,01/31/01,02/28/01,03/31/01,04/30/01,05/31/01,06/30/01,07/31/01,08/31/01,09/30/01,10/31/01,11/30/01,12/31/01,01/31/02,02/28/02,03/31/02,04/30/02,05/31/02,06/30/02,07/31/02,08/31/02,09/30/02,10/31/02,11/30/02,12/31/02,01/31/03,02/28/03,03/31/03,04/30/03,05/31/03,06/30/03,07/31/03,08/31/03,09/30/03,10/31/03,11/30/03,12/31/03,01/31/04,02/29/04,03/31/04,04/30/04,05/31/04,06/30/04,07/31/04,08/31/04,09/30/04,10/31/04,11/30/04,12/31/04,01/31/05,02/28/05,03/31/05,04/30/05,05/31/05,06/30/05,07/31/05,08/31/05,09/30/05,10/31/05,11/30/05,12/31/05,01/31/06,02/28/06,03/31/06,04/30/06,05/31/06,06/30/06,07/31/06,08/31/06,09/30/06,10/31/06,11/30/06,12/31/06,01/31/07,02/28/07,03/31/07,04/30/07,05/31/07,06/30/07,07/31/07,08/31/07,09/30/07,10/31/07,11/30/07,12/31/07,01/31/08,02/29/08,03/31/08,04/30/08,05/31/08,06/30/08,07/31/08,08/31/08,09/30/08,10/31/08,11/30/08,12/31/08,01/31/09
SMN Diversified Futures Fund (Euro),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07713,0,0.073324483,-0.033932757,0,-0.022347969,0.028399516,0,0,0,0.023376346,-0.001801284,0,0,0.120476676,0.003905673,0,-0.02775259,0.035089118,0.017327152,0.006767395,0,0,0.036932886,0,0.026669567,0,-0.009388508,0,0,0,0,-0.07465847,0,-0.018766103,0.001296411,-0.00604313,0.049289091,0,0.008794428,-0.017230546,0,0.023794247,-0.030478893,0,0.056566535,-0.06358889,0,0.030924961,0,0.097205981,0.033258548,-0.014275538,0,0,0,0,-0.077668302,0,0,0.156616217,0,-0.056290802,-0.028678938,-0.041599913,0.000689534,0.019769694,0,0,0,0,0.313078446,-0.010283309,0,0,0,0,0,0.208030148,0,0.01843096,-0.035893198,0.014829224,0.040569805,0,0,0.088522886,0,0.026999037,-0.160385971,0,-0.047219224,-0.015371415,-0.042190934,-0.008219475,0.084082609,0.074490616,0.000668657,-0.053175059,-0.024069258,-0.017625967,-0.051750629,0.012496607,0.03291231,-0.022952805,0.018171976,0.003257356,-0.007643329,0.103741677,-0.021058206,0.011859534,-0.034787817,0.052964509,0.053797158,-0.05128344,-0.020922978,-0.031459682,-0.024069736,-0.006298345,0.052308628,0.028024098,0.037005148,0.010348552,-0.075229723,-0.047995067,0.067063494,0.067485699,0.044728597,-0.064613823,-0.019341588,0.057882749,0.088182783,5.30E-05,0.015802042,0.064529697,0.139293789,-0.033642919,-0.060600746,0.051236769,0.096257564,-0.062995324,-0.01828347,0.017053311,0.196972773,0.079072674,0.033923258,-0.027887013
SSARIS Active Commodity Fund LLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0017,0.0282,-0.0484,0.0258,-0.0383,0.0628,0.0452,-0.0473,-0.021,0.0672,0.0094,0.0143,-0.0059,0.0256,0.031,-0.0787,0.0753,0.0646,0.0032,0.0525,0.0163,0.176,-0.1319,0.0293,0.062,0.0563,-0.11,-0.0314,-0.0135,-0.0582,-0.0207,-0.017,-0.0316
Stat Arb Diversified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0004,-0.0037,0.0061,0.0131,-0.0037,-0.0114,0.0104,-0.0011,0.0126,0.0033,-0.0068,-0.0091,0.0127,-0.0155,0.0066,-0.008,0.0046,-0.0093,0.0053,0.0209,0.0032,-0.0052,0.0056,0.0152,-0.0148,0.0127,-0.0193,0.0173,0.0025,0.0084,-0.000438335,-0.0198,0.0019,-0.0272,0.0153,-0.002,0.0137,-0.005,0.0086,-0.0153,0.0194,0.0301,0.023,-0.0175,0.0255,0.012,0.0292,0.0028,0.0224,0.0237,-0.0391,0.0593,-0.036,-0.001,0.0047,0.0057,0.0484,-0.0142,-0.0048,0.0236
Sunrise Capital Diversified Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0014425,-0.022533004,0.010039924,-0.017303244,0.039960215,0.003987318,0.035730909,0.006957908,0.018625958,-0.010214336,-0.006854216,0.004109528,-0.042355877,0.045822853,-0.020362763,0.051708626,-0.043940534,-0.015533672,-0.025596384,0.001899257,-0.027715542,0.016764153,0.039453742,0.000561367,0.000431224,0.056099587,0.070841273,0.032401469,0.044131817,0.067414188,-0.061526361,0.018528194,-0.006057259,-0.00164283,0.02677488,0.07414633,0.083601772,-0.139469745,-0.012677346,-0.011953105,-0.020228321,-0.015156534,0.016197436,0.045558204,0.108340523,0.035757844,0.008159124,0.056267576,-0.063299169,-0.074557062,0.098479052,0.097742594,0.033154006,-0.06192082,0.004738395,0.056190212,-0.030658072,-0.028072698,0.004561316,-0.052370257,0.069819778,-0.024154589,0.077351485,0.031016657,0.079108635,0.017036655,-0.044670051,-0.020722635,-0.020618557,-0.009972299,-0.051482932,0.008259587,0.039204213,0.053490991,0.020844468,-0.062303665,-0.001675042,-0.003355705,-0.024130191,0.005175388,0.01430206,-0.009588268,-0.011389522,-0.014400922,-0.000584454,0.065497076,0.018660812,0.00700431,0.002140182,0.027229044,0.033783784,0.00100553,-0.016574586,-0.042390194,-0.005866667,0,0.03916309,0.017036655,0.020304569,0.044278607,-0.033825631,-0.067554241,0.06557377,0.02630273,0.005319149,-0.062530063,-0.093894305,0.055492639,0.081008584,0.033746898,0.023043687,0.064289066,0.08686067,-0.010547667,-0.034440344,0.033970276,0.023819302,-0.046129162,-0.028595458,0.031168831,0.137699412,0.042066421,0.01805949,-0.0181
Sunrise Select - Currency LP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.056700949,-0.020971598,0.012641713,0.033377251,-0.012582204,0.06179809,-0.058096436,-0.029496172,-0.110391973,-0.125809824,-0.009902373,-0.042898811,-0.031734453,0.039819281,-0.066702862,-0.050945123,0.129687535,-0.067857886,-0.068230707,0.006478666,0.075641888,-0.075994173,-0.05277657,-0.110190912,0.068422193,0.370228949,0.025236267,-0.04507093,-0.006369863,0.035017995,0.055890098,-0.003111734,0.000659562,-0.020388686,-0.000609279,0.051558359,-0.061150774,0.030740285,0.055357436,0.009028979,-0.007749083,-0.031222791,0.017679388,0.002191031,0.109293992,0.047691026,0.029811488,0.059065607,0.03040451,-0.007167734,-0.000252332,-0.027591669,0.019611064,0.066839351,-0.013363153,-0.010424267,0.005740464,0.012709238,-0.003369207,-0.01061995,-0.006507914,0.0408159,-0.046342318,0.005620687,0.015602927,-0.017611438,-0.010505202,0.035777075,0.021514257,-0.013856321,-0.007315882,-0.020967331,0.014936883,0.021979038,0.01278808,0.014971894,-0.002163912,-0.031842899,0.006009506,0.017733343,0.005287327,0.051646638,-0.003734754,0.061440969,-0.024648513,0.00365216,0.024469514,-0.014903318,-0.017901753,0.022439932,0.039313247,-0.013536634,0.050176923,0.007252798,0.040139733,0.018546281,0.002480018,0.045788671,-0.018824735,0.037784629,-0.018255012,-0.051729168,-0.001593014,-0.008848706,-0.017085771,-0.032651658,0.075683031,-0.004538994,-0.035983314,-0.034096755,0.015387537,0.073168267,0.110918209,-0.015817594,-0.023882975,0.002858407,0.002454223,-0.05207749,0.113806211,0.06128231,-0.00808423,-0.017587585,0.018636258,0.069827433,-0.037878822,-0.033636859,-0.009773778,0.005481281,-0.001596,0.034,0.064,0.017,0.001,-0.031,-0.01,-0.02,0.005,-0.037,-0.057,-0.009,0.046,0.083,-0.008,-0.103,-0.017,-0.029,0.004,-0.009,0.044,-0.013,-0.029,-0.011,0.009,0.056,-0.021,-0.057,-0.008,-0.02,-0.016,0.026,1.00E-06,-0.011,0.059,-0.009,0.002,0.063,0.006,0.012,-0.009,0.001,0.072,-0.011,0.032,-0.011,-0.084,0.058,0.032,0.005,0.01,0.03,0.039,0.054,-0.041,-0.007,0.017,-0.014,-0.019,-0.011,0.085,0.026,-0.008,-0.021
Sunrise Select - Davco LP,0.077511438,-0.007371205,0.061574538,0.089182691,-0.099416109,0.04917649,0.126075761,0.14161182,0.098444624,0.002005796,0.002098103,-0.069826536,-0.112721509,-0.015972748,0.242854831,0.03175718,-0.013437498,0.096074064,-0.155078035,-0.112391172,0.047181628,-0.023118536,0.084479492,0.32544946,-0.133328761,-0.089712283,-0.035975883,-0.03342857,0.020071775,0.108329778,0.149170897,0.157158137,-0.052350023,-0.034183822,0.016860982,-0.03679714,-0.083077357,0.173906568,-0.01658165,0.032417546,0.039684671,0.024698193,0.102235838,-0.102270517,-0.046403602,-0.11827544,-0.059849718,0.11505907,-0.012992178,-0.034786081,0.001908522,-0.070851124,0.051944442,0.117659922,-0.042414532,-0.10990677,0.024756399,0.108187464,0.039155119,-0.031649029,-0.084590675,0.047134143,0.191009789,0.024467553,-0.037732113,-0.007435312,-0.019419713,-0.004386335,-0.026700191,0.007519925,-0.008426184,0.051705124,0.005363637,-0.057954729,0.04528111,0.092766335,0.001071865,-0.005558248,-0.00702496,-0.004765024,0.01081612,0.068399152,0.012149691,0.030202899,0.052189311,0.088822566,0.016289427,-0.003092578,0.044682531,-0.030329219,0.0644647,-0.030708976,-0.013469033,-0.011320726,0.018816335,0.025977768,0.014933429,0.034980488,0.028452304,0.016776402,0.026233266,0.033475488,-0.005077512,0.088035926,0.034786503,-0.012602564,-0.049628956,0.029377752,-0.00426894,0.057132779,-0.010590454,0.041598347,-0.008191904,0.028193971,-0.016705554,0.001618102,0.005445825,-0.04022156,0.050607332,-0.021129436,0.043713092,-0.032412574,-0.010088028,-0.043643045,-0.009962226,-0.001499573,0.007009047,0.03921597,-0.015757788,0.017064659,0.057907874,0.078256432,-0.002947886,0.036958091,0.075750139,-0.053521107,0.032838225,-0.006125807,-0.025162722,0.028486572,0.080094821,0.063847168,-0.106067807,0.029683419,-0.003694407,-0.038142667,-0.000743795,0.004397306,0.053107099,0.117417093,0.02046392,0.008090184,0.058577504,-0.042608467,-0.056556471,0.087580038,0.095377346,0.048165858,-0.063848586,0.003451192,0.064652891,-0.040594662,-0.022741654,0.002503011,-0.031320962,0.06,-0.003,0.094,0.013,0.075,0.017,-0.039,-0.019,-0.018,-0.021,-0.048,0.007,0.039,0.05,0.014,-0.069,0.002,-0.008,-0.016,1.00E-07,0.012,-0.02,-0.002,-0.003,0.005,0.07,0.013,-0.007,0.001,0.031,0.029,0.008,-0.01,-0.034,-0.01,0.004,0.033,0.014,0.024,0.034,-0.027,-0.05,0.06,0.034,0.018,-0.052,-0.126,0.069,0.085,0.022,0.023,0.066,0.095,-0.013,-0.028,0.025,0.026,-0.041,-0.021,0.024,0.129,0.042,0.013,-0.019
Superfund A Genussschein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0245,-0.0947,0.0972,0.025120265,0.09004504,-0.004220805,-0.175059172,0.025005398,-0.089573881,0.011807359,-0.039974292,0.034444719,0.022098575,0.106977795,0.011667967,-0.095692506,-0.003220348,0.026845216,-0.104765793,0.02417131,0.021588849,-0.009521163,-0.008953986,0.00577296,-0.078056507,0.08254127,0.021005518,0.052520315,-0.037826887,0.015346117,0.043251731,-0.044671802,-0.029134691,-0.093889539,-0.009898207,0.049420728,0.039849245,-0.00835988,0.084701098,0.014638452,-0.070870923,-0.050279705,0.066743487,0.038863163,0.034313057,-0.086600573,-0.071441651,0.045106742,0.08212357,-0.045369279,0.025726691,-0.020800122,0.151317172,0.01029574,-0.02451654,0.054686195,0.092121379,-0.088616292,-0.054622031,0.034847979,0.127266845,0.00911619,0.003124321,-0.00049325
Superfund B Genussschein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0375,-0.1359,0.1571,0.014818376,0.127362774,-0.019119614,-0.235102928,0.038982046,-0.122276274,0.017377296,-0.063468064,0.048820644,0.040556836,0.155738531,0.021330204,-0.142093911,-0.001979211,0.044236669,-0.154366293,0.038422997,0.037304415,-0.007144754,-0.006273254,0.010189399,-0.124756829,0.129371078,0.03392872,0.088341934,-0.057907506,0.026473742,0.070980836,-0.06625332,-0.044594191,-0.143955536,-0.012586142,0.090192334,0.074893746,-0.005026336,0.141817847,0.023216181,-0.100092354,-0.066855178,0.110451069,0.061801891,0.05366708,-0.11866163,-0.111602344,0.080641827,0.133927763,-0.074562358,0.038400722,-0.041159841,0.23596276,0.019430211,-0.029563676,0.103794259,0.120322055,-0.143646065,-0.09716569,0.068176802,0.253062726,0.025608168,0.023104989,0.010566518
Superfund Cayman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03146,0.024179319,0.039199167,0.117588654,0.383812862,0.134073507,-0.245898319,-0.054367514,-0.000152946,-0.014801649,-0.021826248,0,-0.02492857,0.303674419,0.240857683,0.135384321,0.215513312,-0.280165559,-0.102388716,0.327001,0.274177807,0.202711722,-0.31136533,-0.010326606,0.25759021,-0.082937132,-0.009824127,0.036426731,-0.055661666,0.156265286,-0.027798614,0.245993365,0.028890381,0.149791645,-0.017147523,-0.199216071,0.092691907,-0.142103828,0.02062511,-0.081236411,0.093936212,0.068178612,0.257390151,-0.002871231,-0.159157385,-0.00531123,0.066048407,-0.194100217,0.049853246,0.054054868,-0.003026414,0.001482624,0.020481439,-0.15118046,0.172877293,0.050794025,0.128185069,-0.067287523,0.041437277,0.096648075,-0.076412971,-0.059862108,-0.175555332,-0.011416431,0.111161418,0.096881592,-0.015129464,0.189138541,-0.008477826,-0.127643248,-0.0831552,0.16837498,0.089848811,0.075125594,-0.196560651,-0.147065593,0.123043713,0.199663623,-0.094932906,0.057977429,-0.049989542,0.3221048,-0.034174854,-0.039348044,0.162941505,0.177665868,-0.240592458,-0.127987202,0.089254651,0.362093211,0.058181396,0.049746132,0.013418855
Superfund GCT EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01703,-0.037170616,0.008651014,-0.017452284,-0.043914147,-0.01668545,0.0204,0.1489,0.158,0.1434,0.0833,-0.1878,-0.0718,0.2419,0.1991,0.1561,-0.2122,-0.0026,0.0889,-0.0757,-0.0331,0.039,-0.0702,0.1009,-0.0256,0.1428,0.0266,0.1376,-0.0027,-0.1967,0.044,-0.0986,0.014,-0.0556,0.0824,0.0484,0.1475,-0.0068,-0.1214,0.0226,0.043,-0.1593,0.0241,0.0659,-0.0035,0.0115,0.0187,-0.1319,0.1407,0.0451,0.088,-0.0457,0.0427,0.0392,-0.0978,-0.0367,-0.1373,-0.020539937,0.087435883,0.083436943,-0.018035764,0.156014313,0.006070775,-0.111592807,-0.060085236,0.105348692,0.057362192,0.038732002,-0.133189591,-0.139360931,0.071104719,0.116630007,-0.087836135,0.055369665,-0.034696871,0.213433553,0.01500128,-0.017751529,0.091105486,0.135050992,-0.145592906,-0.119453309,0.0668314,0.239018563,0.034360145,0.020009221,-0.001491141
Superfund GCT USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.123231004,-0.056277056,-0.024527591,-0.007545051,0.064479058,0.007075472,-0.085463601,0.123223689,-0.069069599,-0.030871117,0.089406154,0.261920708,0.035572355,0.045675571,0.099470431,-0.086046056,0.018867476,0.050206665,0.011062193,0.102725943,0.284225641,0.052692063,-0.14623226,-0.048536895,0.010605744,-0.026936935,-0.054552674,-0.006377514,0.03560125,0.235421412,0.176715528,0.152324929,0.090075185,-0.172322566,-0.059356573,0.244196837,0.199885173,0.155241728,-0.23211424,0.010586225,0.098929571,-0.085552473,-0.031411326,0.026228937,-0.058717777,0.102324816,-0.02535435,0.162775904,0.019640442,0.140452738,-0.005426982,-0.199158377,0.047043935,-0.102041129,0.016974799,-0.057464344,0.081912999,0.058777334,0.154244523,0.007542029,-0.124841027,0.025446325,0.042646183,-0.154615695,0.016541136,0.059796909,-0.000524344,0.005914294,0.03406467,-0.129981033,0.142012714,0.032374647,0.082550609,-0.043650085,0.043304242,0.04660374,-0.094190992,-0.037047677,-0.137479116,-0.017279802,0.087345005,0.079764531,-0.008800932,0.163599677,0.001852904,-0.106739657,-0.05685312,0.109302479,0.05986516,0.037639619,-0.131606468,-0.137984876,0.074939421,0.127737668,-0.085431569,0.054188232,-0.037722535,0.223887465,0.014930147,-0.02647969,0.095052763,0.139798525,-0.148678497,-0.115520661,0.048702156,0.248256067,0.0317,0.019,0.0076
Superfund Gold A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.027881867,0.132148613,0.066248605,0.160346383,-0.059501228,0.065646129,0.171294716,-0.078711062,-0.070211757,-0.068679747,-0.025699344,0.016937312,0.067860793,0.066058904,0.084470349,0.014725841,-0.053772487,-0.045978003,0.10214544,0.00634528,0.011301397,-0.060062876,-0.089548463,0.164714054,0.142361111,-0.070999327,0.097479995,0.076407489,0.213131219,-0.058643555,-0.070081806,0.090304571,0.140205663,-0.155225823,-0.17325577,0.054136511,0.006743034,0.1476,0.0945,0.0498
Superfund Gold B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.030549381,0.165793152,0.074966282,0.180810651,-0.073964759,0.081258964,0.185323291,-0.109421434,-0.077768315,-0.122901307,-0.027133857,0.053315118,0.125,0.067496145,0.129388333,0.02150965,-0.090284971,-0.064129995,0.13444573,0.027565294,0.021473896,-0.090625637,-0.133495978,0.185033558,0.181943107,-0.099813108,0.130157135,0.060825184,0.286798752,-0.071504594,-0.082614896,0.125161899,0.184924764,-0.213634614,-0.214899612,0.060574237,0.108841883,0.1542,0.1081,0.0532
Superfund Gold C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.032666455,0.196314453,0.079890966,0.192735774,-0.083828083,0.093389557,0.193327473,-0.1383387,-0.08701048,-0.17746564,-0.026606684,0.091509309,0.132038298,0.059952368,0.190669605,0.021338624,-0.119267805,-0.083445511,0.188599683,0.051237992,0.025950846,-0.125579426,-0.179806018,0.21269669,0.225648112,-0.130925411,0.140666864,0.046020265,0.373615056,-0.084440808,-0.094887989,0.165281055,0.224028899,-0.281812218,-0.253254487,0.067032131,0.21420693,0.163622528,0.117976909,0.056238331
Superfund HF A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02042,0.118448723,-0.098666496,-0.036698363,0.079430656,0.173495126,-0.001062258,0.02613608,0.139520386,-0.124690051,0.040966242,0.027556415,0.026726362,0.050930511,0.147053652,0.039159304,-0.123240309,0.009670126,0.007737988,-0.009920635,-0.009352037,-0.035064059,0.00698812,0.130464955,0.12829957,0.079978237,0.098236776,-0.126146789,-0.060776903,0.142956149,0.114396088,0.099432192,-0.133655819,0.000603503,0.074066401,-0.045463898,-0.019728038,0.023565522,-0.038052357,0.034616405,-0.031236649,0.124458618,0.019559761,0.110649067,0.007302304,-0.152316323,0.026565335,-0.08085694,0.028072906,-0.039066901,0.078672065,0.032917197,0.117832536,-0.007848041,-0.089372491,0.001306631,0.045058559,-0.118307887,0.009789951,0.029692415,-0.0087493,0.014241441,0.000776565,-0.099158672,0.071920117,0.034139098,0.057628636,-0.031269216,0.026553232,0.044011419,-0.041909927,-0.02334282,-0.090621378,-0.015891525,0.041761966,0.045735296,-0.009523569,0.087344962,-0.005217977,-0.0642978,-0.041128727,0.061006096,0.025958995,0.027759871,-0.092947587,-0.045379895,0.034045636,0.047723292,-0.036356038,0.018647008,-0.032779906,0.112676056,0.024129747,-0.002703747,0.046088304,0.062569419,-0.063066202,-0.030122722,0.034509202,0.083024463,0.003080082,0.005800068,0.003052917
Superfund Q-AG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02092,0.011224823,-0.005878372,-0.000467361,-0.001697517,0.007504175,-0.014775288,-0.017612605,-0.002861021,-0.060735528,0.03460578,0.082413793,-0.046242832,-0.024947027,0.079421494,0.074073707,0.113175317,-0.114202293,0.008043824,-0.062406525,0.01600103,0.055779845,-0.025446585,0.045843561,0.036040526,-0.048082222,0.087394788,0.019553993,0.104042171,0.098786841,-0.006504287,-0.032101669,0.137681623,0.099036366,0.041118075,0.009829874,-0.017003751,0.063203792,-0.058019207,-0.004276742,0.011341519,-0.027106299,0.045277775,-0.031704676,0.105641679,0.104981948,0.018439633,-0.011391194,-0.041980421,-0.001982635,0.062666529,0.011340581,-0.040771273,0.108959313,-0.06293571,-0.04418479,0.050622494,0.189560788,0.015475901,0.014544519,0.127588694,-0.128113947,0.043172235,0.003888924,0.01833927,0.061539824,0.154064312,0.039458139,-0.127552371,-0.009830699,-0.005919211,-0.024770791,-0.014446751,-0.029861386,0.013072376,0.136721789,0.137794922,0.082002315,0.119377774,-0.137830449,-0.063760347,0.165756286,0.127594143,0.120381941,-0.167151158,-0.015955344,0.100407835,-0.048335931,-0.010185833,0.014739931,-0.028698406,0.0653893,-0.022497509,0.128640806,0.029694029,0.086930697,0.004188566,-0.116899497,0.040819951,-0.070394698,0.005218821,-0.037995017,0.040371227,0.025838105,0.089860823,0.027440583,-0.069652056,0.004934082,0.019358563,-0.090439057,0.026200939,0.038815456,-0.008152898,-0.011599488,0.01106644,-0.062909454,0.095287735,0.028593547,0.047663747,-0.033162669,0.023207669,0.035076426,-0.052664474,-0.021435287,-0.089805392,-0.001796253,0.060132494,0.056625433,-0.002565351,0.094273802,0.006207467,-0.06428998,-0.034639639,0.076092346,0.035200725,0.02452947,-0.068416888,-0.087064317,0.053559788,0.083155121,-0.057113446,0.034334544,-0.022108242,0.141683642,0.015948773,-0.012319472,0.065239103,0.098786472,-0.102585166,-0.083603431,0.025898835,0.174799822,0.023586413,0.018096425,0.00824499
Superfund Q-AG Ansparplan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.11581,0.097731693,-0.155846382,-0.015367951,0.096750747,-0.04658869,-0.010342301,0.016059988,-0.030734164,0.065884711,-0.021285253,0.134480178,0.031906837,0.097014513,0.004237227,-0.119545829,0.040624212,-0.070820954,0.005031891,-0.038571668,0.04031942,0.025949457,0.090100601,0.027079622,-0.070126217,0.004999961,0.019463658,-0.09165105,0.026778271,0.039283869,-0.008317354,-0.011920203,0.011443896,-0.064494554,0.09770878,0.029068325,0.048620791,-0.032951557,0.022884655,0.035839847,-0.054529389,-0.022020975,-0.093131195,-0.002099066,0.061838996,0.058648041,-0.002825491,0.09716127,0.0066,-0.0664,-0.0356,0.0788,0.0364,0.0254,-0.0705,-0.0894,0.0555,0.0848,-0.0575,0.0344,-0.0221,0.136,0.0149,-0.0117,0.0627,0.0943,-0.0983,-0.0799,0.0238,0.1679,0.0226,0.0164,0.0079
